job_index,Well,Tipe Acid,Sandstone,Siltstone,Claystone,Shale,Coal,Limestone,IPR Vogel sebelum pengasaman (BFPD),Vogel Setelah Pengasaman BFPD,Layer Target,Batas Reservoar,Interval(ft),gain,well_norm,computed_delta_bfpd,computed_gain_ratio,gain_abs_delta_from_source,response_class,lithology_sum,iqr_training_scope,clr_sandstone,clr_siltstone,clr_claystone,clr_shale,clr_coal,clr_limestone,before_bfpd_per_ft,log1p_before_bfpd,log1p_interval_ft,reservoir_top,reservoir_bottom,reservoir_midpoint,reservoir_gross_span,reservoir_net_span,reservoir_gap_span,reservoir_segment_count,reservoir_continuity_ratio,interval_net_discrepancy,sand_fraction,fines_fraction,carbonate_fraction,coal_fraction,sand_to_fines_ratio,carbonate_to_clastic_ratio,clean_sand_index,lithology_entropy,lithology_nonzero_count,dominant_lithology,before_bfpd_per_net_span,before_bfpd_per_gross_span,well_area,layer_family,hcl_concentration_pct,hf_concentration_pct,mud_acid_flag,mud_acid_x_sand,mud_acid_x_fines,hcl_x_carbonate,hf_x_silicate,las_depth_coverage,las_sample_count,las_gamma_median,las_gamma_iqr,las_porosity_median,las_porosity_iqr,las_density_median,las_log_resistivity_median,las_sonic_median,las_water_saturation_median,las_clay_volume_median,las_log_permeability_median,las_available_signal_count,las_hydrocarbon_pore_proxy,las_quality_proxy,las_kh_proxy,las_clay_lithology_difference,split
49,KRG-026,Matrix Acidizing 15% HCl,71,0,0,29,0,0,362,370,Lay. A3 (1276.5-1281) m,1276.5-1281,4.5,0.022099448,KRG-026,8,0.022099447513812154,4.861878469264447e-10,low_gain,100,kept,3.4561142845656367,-1.5067303456942707,-1.5067303456942707,2.570807098211449,-1.5067303456942707,-1.5067303456942707,80.44444444444444,5.8944028342648505,1.7047480922384253,1276.5,1281.0,1278.75,4.5,4.5,0.0,1.0,1.0,0.0,0.71,0.29,0.0,0.0,2.4,0.009900990099009901,0.42,0.60215168259268,2.0,Sandstone,80.44444444444444,80.44444444444444,KRG,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.419599999999946,30.0,93.78614,11.827197499999997,,,,,143.751655,,,,2.0,,,,,validation
51,TLJ-219,Matrix Acidizing 15% HCl,25,0,0,75,0,0,1242,1355,Lap. D (1227-1228 mMD); E (1233-1238.5 mMD),1227-1228; 1233-1238.5,6.5,0.090982287,TLJ-219,113,0.09098228663446055,3.6553944593453735e-10,low_gain,100,kept,2.440308054467784,-1.4915175782565417,-1.4915175782565417,3.525762258558383,-1.4915175782565417,-1.4915175782565417,191.07692307692307,7.1252830915107115,2.0149030205422647,1227.0,1238.5,1232.75,11.5,6.5,5.0,2.0,0.5652173913043478,0.0,0.25,0.75,0.0,0.0,0.34210526315789475,0.009900990099009901,-0.5,0.5623351446188083,2.0,Shale,191.07692307692307,108.0,TLJ,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,67.0,,,,,,,,,,,0.0,,,,,train
52,TLJ-239,Matrix Acidizing 15% HCl,89,0,0,11,0,0,335,392,Lap. K2 (1388-1391 mMD) & L2 (1401.5-1405 mMD),1388-1391;1401.5-1405,6.5,0.170149254,TLJ-239,57,0.1701492537313433,2.6865670799125496e-10,low_gain,100,kept,3.80023913554577,-1.3871466702949848,-1.3871466702949848,1.7483475456341653,-1.3871466702949848,-1.3871466702949848,51.53846153846154,5.817111159963204,2.0149030205422647,1388.0,1405.0,1396.5,17.0,6.5,10.5,2.0,0.38235294117647056,0.0,0.89,0.11,0.0,0.0,7.500000000000001,0.009900990099009901,0.78,0.34651533691866615,2.0,Sandstone,51.53846153846154,19.705882352941178,TLJ,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
53,TLJ-219,Matrix Acidizing 15% HCl,25,0,0,75,0,0,498,924,Lap. D (1227-1228 mMD); E (1233-1238.5 mMD),1227-1228; 1233-1238.5,6.5,0.855421687,TLJ-219,426,0.8554216867469879,2.530120557509008e-10,high_gain,100,kept,2.440308054467784,-1.4915175782565417,-1.4915175782565417,3.525762258558383,-1.4915175782565417,-1.4915175782565417,76.61538461538461,6.212606095751519,2.0149030205422647,1227.0,1238.5,1232.75,11.5,6.5,5.0,2.0,0.5652173913043478,0.0,0.25,0.75,0.0,0.0,0.34210526315789475,0.009900990099009901,-0.5,0.5623351446188083,2.0,Shale,76.61538461538461,43.30434782608695,TLJ,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,67.0,,,,,,,,,,,0.0,,,,,train
54,OGN-036,Matrix Acidizing 15% HCl,25,0,0,75,0,0,1629,2654,Lap. A0 (1302-1304 mMD0 & A01 (1311-1312.5 mMD),1302-1304;1311-1312.5,3.5,0.629220381,OGN-036,1025,0.629220380601596,3.984039764759473e-10,low_gain,100,kept,2.440308054467784,-1.4915175782565417,-1.4915175782565417,3.525762258558383,-1.4915175782565417,-1.4915175782565417,465.42857142857144,7.396335293800808,1.5040773967762742,1302.0,1312.5,1307.25,10.5,3.5,7.0,2.0,0.3333333333333333,0.0,0.25,0.75,0.0,0.0,0.34210526315789475,0.009900990099009901,-0.5,0.5623351446188083,2.0,Shale,465.42857142857144,155.14285714285714,OGN,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.363200000000006,23.0,,,0.12901,0.06148500000000001,2.59141,,,,,,2.0,,,,,validation
55,GNK-080,Matrix Acidizing 15% HCl,65,0,0,30,5,0,3124,3237,Int. L2 (1874.5-1877 mMD),1874.5-1877,2.5,0.036171575,GNK-080,113,0.03617157490396927,9.603072503860943e-11,low_gain,100,kept,2.977869579839013,-1.8973277433621387,-1.8973277433621387,2.2135461208111726,0.500567529436232,-1.8973277433621387,1249.6,8.047189562170502,1.252762968495368,1874.5,1877.0,1875.75,2.5,2.5,0.0,1.0,1.0,0.0,0.65,0.3,0.0,0.05,2.1290322580645165,0.010416666666666668,0.35000000000000003,0.7909873504355756,3.0,Sandstone,1249.6,1249.6,GNK,L,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4384000000000015,17.0,51.4427,5.239399999999996,0.2126,0.015000000000000013,2.342,,76.6006,,,,4.0,,,,,train
56,HBS-001,Mud Acidizing 12% HCl : 3% HF,50,0,0,50,0,0,383,681,Lap. TAF (1322-1327 mMD),1322-1327,5.0,0.778067885,HBS-001,298,0.7780678851174935,1.174934594061483e-10,high_gain,100,kept,3.076747011227506,-1.5383735056137535,-1.5383735056137535,3.076747011227506,-1.5383735056137535,-1.5383735056137535,76.6,5.950642552587727,1.791759469228055,1322.0,1327.0,1324.5,5.0,5.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,1.0,0.009900990099009901,0.0,0.6931471805599453,2.0,Sandstone,76.6,76.6,HBS,TAF,12.0,3.0,1.0,0.5,0.5,0.0,3.0,,,,,,,,,,,,,,,,,,validation
57,TLJ-244,Mud Acidizing 12% HCl : 3% HF,100,0,0,0,0,0,268,306,Lap. E (1483-1486 mMD),1483-1486,3.0,0.141791045,TLJ-244,38,0.1417910447761194,2.2388060849642955e-10,low_gain,100,kept,4.419420756715896,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,89.33333333333333,5.594711379601839,1.3862943611198906,1483.0,1486.0,1484.5,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,101.0,0.009900990099009901,1.0,-0.0,1.0,Sandstone,89.33333333333333,89.33333333333333,TLJ,E,12.0,3.0,1.0,1.0,0.0,0.0,3.0,2.8500000000001364,20.0,,,,,,,,,,,0.0,,,,,train
58,OGN-014,Matrix Acidizing 15% HCl,0,0,0,30,0,70,335,924,Int. A0 (1137.7-1138.8 m; 1140-1141.5 m) ,1137.7-1141.5,3.8,1.758208955,OGN-014,589,1.7582089552238807,2.238806917631564e-10,high_gain,100,kept,-1.509938959091913,-1.509938959091913,-1.509938959091913,2.6009349050813984,-1.509938959091913,3.4388209312862554,88.15789473684211,5.817111159963204,1.5686159179138452,1137.7,1141.5,1139.6,3.7999999999999545,3.7999999999999545,0.0,1.0,1.0,4.529709940470639e-14,0.0,0.3,0.7,0.0,0.03225806451612903,2.290322580645161,-0.3,0.6108643020548935,2.0,Limestone,88.15789473684316,88.15789473684316,OGN,A,15.0,0.0,0.0,0.0,0.0,10.5,0.0,3.657600000000002,25.0,41.5378,3.912400000000005,,,,,,,,,1.0,,,,,train
59,TLJ-211,Mud Acidizing 12% HCl : 3% HF,60,0,0,40,0,0,211,707,Lap. L1 (1356.5-1358.5 mMD),1356.5-1558.5,202.0,2.3507109,TLJ-211,496,2.3507109004739335,4.739333370196164e-10,high_gain,100,kept,3.2640839288852117,-1.5317066167115296,-1.5317066167115296,2.8627425379609095,-1.5317066167115296,-1.5317066167115296,1.0445544554455446,5.356586274672012,5.313205979041787,1356.5,1558.5,1457.5,202.0,202.0,0.0,1.0,1.0,0.0,0.6,0.4,0.0,0.0,1.4878048780487803,0.009900990099009901,0.19999999999999996,0.6730116670092565,2.0,Sandstone,1.0445544554455446,1.0445544554455446,TLJ,L,12.0,3.0,1.0,0.6,0.4,0.0,3.0,,,,,,,,,,,,,,,,,,train
60,TLJ-246,Matrix Acidizing 15% HCl,40,0,0,50,0,10,333,670,Lap. B (1402-1405 mMD) & D (1440-1442 mMD),1402-1405;1440-1442,5.0,1.012012012,TLJ-246,337,1.012012012012012,1.2011946992629419e-11,high_gain,100,kept,2.3854338031329183,-2.0090153515395204,-2.0090153515395204,2.6061051653017393,-2.0090153515395204,1.0355070861839026,66.6,5.811140992976701,1.791759469228055,1402.0,1442.0,1422.0,40.0,5.0,35.0,2.0,0.125,0.0,0.4,0.5,0.1,0.0,0.803921568627451,0.12087912087912088,-0.09999999999999998,0.9433483923290391,3.0,Shale,66.6,8.325,TLJ,MULTI,15.0,0.0,0.0,0.0,0.0,1.5,0.0,40.0,12.0,51.8035,6.293549999999996,,,,,,,,,1.0,,,,,train
61,TLJ-245,Matrix Acidizing 15% HCl,95,0,0,5,0,0,230,374,Lap. A (1503-1509 mMD) & (1509-1515 mMD),1503-1509;1509-1515,12.0,0.626086957,TLJ-245,144,0.6260869565217392,4.782608753473028e-10,low_gain,100,kept,3.9772453112391295,-1.2750281168075004,-1.2750281168075004,1.1228671559908703,-1.2750281168075004,-1.2750281168075004,19.166666666666668,5.442417710521793,2.5649493574615367,1503.0,1515.0,1509.0,12.0,12.0,0.0,2.0,1.0,0.0,0.95,0.05,0.0,0.0,15.999999999999998,0.009900990099009901,0.8999999999999999,0.1985152433458726,2.0,Sandstone,19.166666666666668,19.166666666666668,TLJ,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,test
62,TMT-055,Mud Acidizing 12% HCl : 3% HF,65,0,0,35,0,0,280,594,Lay. B3 (1078-1084 m); B4 (1087-1088 m); (1094.5-1095.5 m); (1096.5-1097.5 m),1078-1097.5,19.5,1.121428571,TMT-055,314,1.1214285714285714,4.285714005902719e-10,high_gain,100,kept,3.352217789827407,-1.5229795333737446,-1.5229795333737446,2.739700343667571,-1.5229795333737446,-1.5229795333737446,14.35897435897436,5.638354669333745,3.0204248861443626,1078.0,1097.5,1087.75,19.5,19.5,0.0,1.0,1.0,0.0,0.65,0.35,0.0,0.0,1.8333333333333335,0.009900990099009901,0.30000000000000004,0.6474466390346325,2.0,Sandstone,14.35897435897436,14.35897435897436,TMT,B,12.0,3.0,1.0,0.65,0.35,0.0,3.0,19.35480000000007,128.0,104.70689999999999,36.30237500000001,0.2434,0.058599999999999985,2.44095,1.7304694885882874,44.8531,,,,5.0,,,,,test
63,LBK-012,Matrix Acidizing 15% HCl,0,0,0,0,0,100,48,56,Lap.  BRF )1390.5-1395 mMD),1390.5-1395,4.5,0.166666667,LBK-012,8,0.16666666666666666,3.333333331578814e-10,low_gain,100,kept,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,4.419420756715896,10.666666666666666,3.8918202981106265,1.7047480922384253,1390.5,1395.0,1392.75,4.5,4.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,101.0,0.0,-0.0,1.0,Limestone,10.666666666666666,10.666666666666666,LBK,BRF,15.0,0.0,0.0,0.0,0.0,15.0,0.0,4.2672000000000025,29.0,11.0482,4.2956,,,,,,,,,1.0,,,,,test
64,LBK-013,Matrix Acidizing 15% HCl,0,0,0,0,0,100,554,613,Lap. BRF (1394-1399 mMD),1394-1399,5.0,0.106498195,LBK-013,59,0.10649819494584838,5.415162762645309e-11,low_gain,100,kept,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,4.419420756715896,110.8,6.318968113746434,1.791759469228055,1394.0,1399.0,1396.5,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,101.0,0.0,-0.0,1.0,Limestone,110.8,110.8,LBK,BRF,15.0,0.0,0.0,0.0,0.0,15.0,0.0,4.876800000000003,33.0,18.3249,4.321899999999999,,,,,,,,,1.0,,,,,train
65,OGN-039,Matrix Acidizing 15% HCl,60,0,0,40,0,0,279,669,Lap. A0 (1517-1522 mMD),1517-1522,5.0,1.397849462,OGN-039,390,1.3978494623655915,3.655915570277557e-10,high_gain,100,kept,3.2640839288852117,-1.5317066167115296,-1.5317066167115296,2.8627425379609095,-1.5317066167115296,-1.5317066167115296,55.8,5.634789603169249,1.791759469228055,1517.0,1522.0,1519.5,5.0,5.0,0.0,1.0,1.0,0.0,0.6,0.4,0.0,0.0,1.4878048780487803,0.009900990099009901,0.19999999999999996,0.6730116670092565,2.0,Sandstone,55.8,55.8,OGN,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
66,OGN-049,Matrix Acidizing 15% HCl,61,0,0,39,0,0,1133,1406,Lap. A (1174.5-1178.6 m); (1199-1202 m),1174.5-1178.6;1199-1202,7.1,0.240953222,OGN-049,273,0.2409532215357458,4.6425419064632933e-10,low_gain,100,kept,3.281912320732511,-1.5302720346399066,-1.5302720346399066,2.839175817827115,-1.5302720346399066,-1.5302720346399066,159.5774647887324,7.033506484287697,2.0918640616783932,1174.5,1202.0,1188.25,27.5,7.099999999999909,20.40000000000009,2.0,0.25818181818181485,9.059419880941277e-14,0.61,0.39,0.0,0.0,1.5499999999999998,0.009900990099009901,0.21999999999999997,0.6687480868518094,2.0,Sandstone,159.57746478873443,41.2,OGN,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
67,GNK-098,Matrix Acidizing 15% HCl,60,0,0,40,0,0,216,221,Lap. D1 (1618-1619.5 mMD),1618-1619.5,1.5,0.023148148,GNK-098,5,0.023148148148148147,1.4814814652819308e-10,low_gain,100,kept,3.2640839288852117,-1.5317066167115296,-1.5317066167115296,2.8627425379609095,-1.5317066167115296,-1.5317066167115296,144.0,5.37989735354046,0.9162907318741551,1618.0,1619.5,1618.75,1.5,1.5,0.0,1.0,1.0,0.0,0.6,0.4,0.0,0.0,1.4878048780487803,0.009900990099009901,0.19999999999999996,0.6730116670092565,2.0,Sandstone,144.0,144.0,GNK,D,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
68,TLJ-230,Matrix Acidizing 15% HCl,80,0,0,20,0,0,2494,2713,Lap. F (1393-1396 mMD),1393-1400,7.0,0.087810746,TLJ-230,219,0.08781074578989576,2.101042395619146e-10,low_gain,100,kept,3.6155749597030016,-1.4658294052814616,-1.4658294052814616,2.2477426614228464,-1.4658294052814616,-1.4658294052814616,356.2857142857143,7.822044008185619,2.0794415416798357,1393.0,1400.0,1396.5,7.0,7.0,0.0,1.0,1.0,0.0,0.8,0.2,0.0,0.0,3.857142857142857,0.009900990099009901,0.6000000000000001,0.5004024235381879,2.0,Sandstone,356.2857142857143,356.2857142857143,TLJ,F,15.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857999999999947,46.0,,,,,,,,,,,0.0,,,,,train
69,OGN-043,Matrix Acidizing 15% HCl,60,0,0,40,0,0,180,188,Lap. A0 (1270-1272 m); (1274-1276 m); (1277-1280.5 m); Lap. A01 Low (1291-1293 m); Lap. A03B (1298-1300.5 m),1270-1305,35.0,0.044444444,OGN-043,8,0.044444444444444446,4.4444444652347315e-10,low_gain,100,kept,3.2640839288852117,-1.5317066167115296,-1.5317066167115296,2.8627425379609095,-1.5317066167115296,-1.5317066167115296,5.142857142857143,5.198497031265826,3.58351893845611,1270.0,1305.0,1287.5,35.0,35.0,0.0,1.0,1.0,0.0,0.6,0.4,0.0,0.0,1.4878048780487803,0.009900990099009901,0.19999999999999996,0.6730116670092565,2.0,Sandstone,5.142857142857143,5.142857142857143,OGN,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,34.74720000000002,229.0,,,,,,,,,,,0.0,,,,,train
70,OGN-037,Matrix Acidizing 15% HCl,67,33,0,0,0,0,523,589,Lap. A0 (1342.5-1344 m); (1346-1347.5 m) & Lap. A01 (1349-1350 m),1342.5-1350,7.5,0.126195029,OGN-037,66,0.12619502868068833,3.193116604460755e-10,low_gain,100,kept,3.3869468788001966,2.686364719752733,-1.518327899638233,-1.518327899638233,-1.518327899638233,-1.518327899638233,69.73333333333333,6.261491684321042,2.1400661634962708,1342.5,1350.0,1346.25,7.5,7.5,0.0,1.0,1.0,0.0,0.67,0.33,0.0,0.0,2.0,0.009900990099009901,0.34,0.6341786357122057,2.0,Sandstone,69.73333333333333,69.73333333333333,OGN,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
71,L5A-024,Matrix Acidizing 15% HCl,0,0,0,50,10,40,893,1252,Lay. X0 (1584-1586) & X1 (1593-1594) mMD,1584-1586;1593-1594,3.0,0.402015677,L5A-024,359,0.40201567749160133,4.916013152111987e-10,low_gain,100,kept,-2.0090153515395204,-2.0090153515395204,-2.0090153515395204,2.6061051653017393,1.0355070861839026,2.3854338031329183,297.6666666666667,6.795705775173514,1.3862943611198906,1584.0,1594.0,1589.0,10.0,3.0,7.0,2.0,0.3,0.0,0.0,0.5,0.4,0.1,0.0196078431372549,0.803921568627451,-0.5,0.9433483923290392,3.0,Shale,297.6666666666667,89.3,L5A,X,15.0,0.0,0.0,0.0,0.0,6.0,0.0,9.906000000000176,20.0,152.68345,13.28400000000002,,,,,,,,,1.0,,,,,train
72,BEL-029,Matrix Acidizing 15% HCl,63,0,0,37,0,0,203,545,Lay. R7 (1497-1499) & R8 (1507-1508.5) m,1497-1499; 1507-1508.5,3.5,1.684729064,BEL-029,342,1.6847290640394088,3.940869852669948e-11,high_gain,100,kept,3.3172412197927748,-1.5269458666658164,-1.5269458666658164,2.790542246870494,-1.5269458666658164,-1.5269458666658164,58.0,5.318119993844216,1.5040773967762742,1497.0,1508.5,1502.75,11.5,3.5,8.0,2.0,0.30434782608695654,0.0,0.63,0.37,0.0,0.0,1.6842105263157894,0.009900990099009901,0.26,0.6589556806830628,2.0,Sandstone,58.0,17.652173913043477,BEL,R,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.429999999999836,23.0,,,0.0673,0.0329,,,,0.603,0.2055,0.32034285469132934,4.0,0.0267181,0.008558952425928407,1.1211999914196527,0.1645,train
73,BEL-030,Matrix Acidizing 15% HCl,12,0,0,76,0,12,79,82,Lay. R3 (1417-1420) mMD,1417-1420;,3.0,0.037974684,BEL-030,3,0.0379746835443038,4.5569620299446e-10,low_gain,100,kept,1.3075108963467286,-1.9113649285214724,-1.9113649285214724,3.1190729928709633,-1.9113649285214724,1.3075108963467286,26.333333333333332,4.382026634673881,1.3862943611198906,1417.0,1420.0,1418.5,3.0,3.0,0.0,1.0,1.0,0.0,0.12,0.76,0.12,0.0,0.16883116883116883,0.14606741573033707,-0.64,0.7174352514213597,3.0,Shale,26.333333333333332,26.333333333333332,BEL,R,15.0,0.0,0.0,0.0,0.0,1.7999999999999998,0.0,2.743199999999888,19.0,,,0.0556,0.018799999999999997,,,,0.9848,0.0651,0.3466347090443171,4.0,0.0008451199999999994,0.00029294792530753307,1.0399041271329512,0.6949,validation
74,BEL-028,Matrix Acidizing 15% HCl,67,17,0,17,0,0,99,270,Lay. R4 (1509-1511) & R5 (1517-1521) m,1509-1511; 1517-1521,6.0,1.727272727,BEL-028,171,1.7272727272727273,2.7272739622219433e-10,high_gain,101,kept,2.902612961535554,1.552686244586538,-2.002661816902876,1.552686244586538,-2.002661816902876,-2.002661816902876,16.5,4.605170185988092,1.9459101490553132,1509.0,1521.0,1515.0,12.0,6.0,6.0,2.0,0.5,0.0,0.6633663366336634,0.33663366336633666,0.0,0.0,1.9425878320479864,0.009900990099009901,0.32673267326732675,0.8721139901372389,3.0,Sandstone,16.5,8.25,BEL,R,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.73479999999995,39.0,,,0.057999999999999996,0.03647500000000001,,,,1.0,0.1773,0.13120368561534443,4.0,0.0,0.0,0.7872221136920665,0.15933366336633664,train
75,BEL-029,Matrix Acidizing 15% HCl,53,0,0,48,0,0,99,120,Lay. R7 (1497-1499) & R8 (1507-1508.5) m,1497-1499; 1507-1508.5,3.5,0.212121212,BEL-029,21,0.21212121212121213,1.2121212367155465e-10,low_gain,101,kept,3.1315721989676915,-1.5412566354942148,-1.5412566354942148,3.033454343009168,-1.5412566354942148,-1.5412566354942148,28.285714285714285,4.605170185988092,1.5040773967762742,1497.0,1508.5,1502.75,11.5,3.5,8.0,2.0,0.30434782608695654,0.0,0.5247524752475248,0.4752475247524752,0.0,0.0,1.1020199959192003,0.009900990099009901,0.04950495049504955,0.6919213094962968,2.0,Sandstone,28.285714285714285,8.608695652173912,BEL,R,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.429999999999836,23.0,,,0.0673,0.0329,,,,0.603,0.2055,0.32034285469132934,4.0,0.0267181,0.008558952425928407,1.1211999914196527,0.2697475247524752,train
78,TMB-011,Matrix Acidizing 15% HCl,73,11,0,16,0,0,76,121,Lay. A6 (1422.5-1426) m,1422.5-1426;,3.5,0.592105263,TMB-011,45,0.5921052631578947,1.5789469731686268e-10,low_gain,100,kept,3.0533601927496754,1.198421821900089,-1.937072394029061,1.5594351674374194,-1.937072394029061,-1.937072394029061,21.714285714285715,4.343805421853684,1.5040773967762742,1422.5,1426.0,1424.25,3.5,3.5,0.0,1.0,1.0,0.0,0.73,0.27,0.0,0.0,2.642857142857143,0.009900990099009901,0.45999999999999996,0.7657521183835801,3.0,Sandstone,21.714285714285715,21.714285714285715,TMB,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
80,BEL-029,Matrix Acidizing 15% HCl,53,0,0,48,0,0,471,515,Lay. R7 (1497-1499) & R8 (1507-1508.5) m,1497-1499; 1507-1508.5,3.5,0.093418259,BEL-029,44,0.09341825902335456,2.3354554401500138e-11,low_gain,101,kept,3.1315721989676915,-1.5412566354942148,-1.5412566354942148,3.033454343009168,-1.5412566354942148,-1.5412566354942148,134.57142857142858,6.156978985585555,1.5040773967762742,1497.0,1508.5,1502.75,11.5,3.5,8.0,2.0,0.30434782608695654,0.0,0.5247524752475248,0.4752475247524752,0.0,0.0,1.1020199959192003,0.009900990099009901,0.04950495049504955,0.6919213094962968,2.0,Sandstone,134.57142857142858,40.95652173913044,BEL,R,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.429999999999836,23.0,,,0.0673,0.0329,,,,0.603,0.2055,0.32034285469132934,4.0,0.0267181,0.008558952425928407,1.1211999914196527,0.2697475247524752,train
81,L5A-053,Matrix Acidizing 15% HCl,72,0,0,28,0,0,94,128,Lay. S (1567-1572) mMD,1567-1572;,5.0,0.361702128,L5A-053,34,0.3617021276595745,3.4042552110591373e-10,low_gain,100,kept,3.4734362407113872,-1.5032975017091874,-1.5032975017091874,2.539753766125363,-1.5032975017091874,-1.5032975017091874,18.8,4.553876891600541,1.791759469228055,1567.0,1572.0,1569.5,5.0,5.0,0.0,1.0,1.0,0.0,0.72,0.28,0.0,0.0,2.5172413793103443,0.009900990099009901,0.43999999999999995,0.5929533174474745,2.0,Sandstone,18.8,18.8,L5A,S,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
82,TMB-008,Matrix Acidizing 15% HCl,70,0,30,0,0,0,378,849,Lay. D2 (1397-1398) mMD,1397-1398;,1.0,1.246031746,TMB-008,471,1.246031746031746,3.174593921073665e-11,high_gain,100,kept,3.438820931286255,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,-1.5099389590919134,378.0,5.937536205082426,0.6931471805599453,1397.0,1398.0,1397.5,1.0,1.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,378.0,378.0,TMB,D,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9143999999998869,7.0,,,,,,3.3474938164832095,88.09464,,,,2.0,,,,,train
83,PMB-017,Mud Acidizing 12% HCl : 3% HF,0,0,0,79,21,0,766,1956,R1 (1720-1723 mMD),1720-1723,3.0,1.553524804,PMB-017,1190,1.5535248041775458,1.775457558750304e-10,high_gain,100,kept,-1.471684052985633,-1.471684052985633,-1.471684052985633,3.5972201492345985,2.2895160627079294,-1.471684052985633,255.33333333333334,6.642486801367256,1.3862943611198906,1720.0,1723.0,1721.5,3.0,3.0,0.0,1.0,1.0,0.0,0.0,0.79,0.0,0.21,0.012499999999999999,0.012499999999999999,-0.79,0.5139566706172256,2.0,Shale,255.33333333333334,255.33333333333334,PMB,R,12.0,3.0,1.0,0.0,0.79,0.0,2.37,,,,,,,,,,,,,,,,,,test
84,OGN-014,Matrix Acidizing 15% HCl,0,0,5,10,0,85,239,924,Int. A0 (1137.7-1138.8 m; 1140-1141.5 m) ,1137.7-1141.5,3.8,2.866108787,OGN-014,685,2.8661087866108788,3.891211797224514e-10,high_gain,100,kept,-1.7640135445040754,-1.7640135445040754,0.6338817282942952,1.2805088932193476,-1.7640135445040754,3.3776500119985844,62.89473684210527,5.480638923341991,1.5686159179138452,1137.7,1141.5,1139.6,3.7999999999999545,3.7999999999999545,0.0,1.0,1.0,4.529709940470639e-14,0.0,0.15000000000000002,0.85,0.0,0.062499999999999986,5.374999999999999,-0.15000000000000002,0.5181862130502128,3.0,Limestone,62.89473684210601,62.89473684210601,OGN,A,15.0,0.0,0.0,0.0,0.0,12.75,0.0,3.657600000000002,25.0,41.5378,3.912400000000005,,,,,,,,,1.0,,,,,train
85,TMT-055,Mud Acidizing 12% HCl : 3% HF,65,0,0,35,0,0,190,306,Lay. B3 (1078-1084 m); B4 (1087-1088 m); (1094.5-1095.5 m); (1096.5-1097.5 m),1078-1097.5,19.5,0.610526316,TMT-055,116,0.6105263157894737,2.1052626308915023e-10,low_gain,100,kept,3.352217789827407,-1.5229795333737446,-1.5229795333737446,2.739700343667571,-1.5229795333737446,-1.5229795333737446,9.743589743589743,5.25227342804663,3.0204248861443626,1078.0,1097.5,1087.75,19.5,19.5,0.0,1.0,1.0,0.0,0.65,0.35,0.0,0.0,1.8333333333333335,0.009900990099009901,0.30000000000000004,0.6474466390346325,2.0,Sandstone,9.743589743589743,9.743589743589743,TMT,B,12.0,3.0,1.0,0.65,0.35,0.0,3.0,19.35480000000007,128.0,104.70689999999999,36.30237500000001,0.2434,0.058599999999999985,2.44095,1.7304694885882874,44.8531,,,,5.0,,,,,test
