job_index,Well,Tipe Acid,Sandstone,Siltstone,Claystone,Shale,Coal,Limestone,IPR Vogel sebelum pengasaman (BFPD),Vogel Setelah Pengasaman BFPD,Layer Target,Batas Reservoar,Interval(ft),gain,well_norm,computed_delta_bfpd,computed_gain_ratio,gain_abs_delta_from_source,response_class,lithology_sum,iqr_training_scope,clr_sandstone,clr_siltstone,clr_claystone,clr_shale,clr_coal,clr_limestone,before_bfpd_per_ft,log1p_before_bfpd,log1p_interval_ft,reservoir_top,reservoir_bottom,reservoir_midpoint,reservoir_gross_span,reservoir_net_span,reservoir_gap_span,reservoir_segment_count,reservoir_continuity_ratio,interval_net_discrepancy,sand_fraction,fines_fraction,carbonate_fraction,coal_fraction,sand_to_fines_ratio,carbonate_to_clastic_ratio,clean_sand_index,lithology_entropy,lithology_nonzero_count,dominant_lithology,before_bfpd_per_net_span,before_bfpd_per_gross_span,well_area,layer_family,hcl_concentration_pct,hf_concentration_pct,mud_acid_flag,mud_acid_x_sand,mud_acid_x_fines,hcl_x_carbonate,hf_x_silicate,las_depth_coverage,las_sample_count,las_gamma_median,las_gamma_iqr,las_porosity_median,las_porosity_iqr,las_density_median,las_log_resistivity_median,las_sonic_median,las_water_saturation_median,las_clay_volume_median,las_log_permeability_median,las_available_signal_count,las_hydrocarbon_pore_proxy,las_quality_proxy,las_kh_proxy,las_clay_lithology_difference,split
86,OGN-037,Matrix Acidizing 15% HCl,67,33,0,0,0,0,106,336,Lap. A0 (1342.5-1344 m); (1346-1347.5 m) & Lap. A01 (1349-1350 m),1342.5-1350,7.5,2.169811321,OGN-037,230,2.169811320754717,2.452829050980654e-10,high_gain,100,kept,3.3869468788001966,2.686364719752733,-1.518327899638233,-1.518327899638233,-1.518327899638233,-1.518327899638233,14.133333333333333,4.672828834461906,2.1400661634962708,1342.5,1350.0,1346.25,7.5,7.5,0.0,1.0,1.0,0.0,0.67,0.33,0.0,0.0,2.0,0.009900990099009901,0.34,0.6341786357122057,2.0,Sandstone,14.133333333333333,14.133333333333333,OGN,A,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
87,DWA-044,Matrix Acidizing 15% HCl,90,0,0,10,0,0,81,212,Lap. B (2011.80 – 2016.25) mMD,2011.80 - 2016.25,4.45,1.617283951,DWA-044,131,1.617283950617284,3.8271608104878396e-10,high_gain,100,kept,3.824660453100951,-1.373836578164875,-1.373836578164875,1.670685859558548,-1.373836578164875,-1.373836578164875,18.202247191011235,4.406719247264253,1.6956156086751528,2011.8,2016.25,2014.025,4.4500000000000455,4.4500000000000455,0.0,1.0,1.0,4.529709940470639e-14,0.9,0.1,0.0,0.0,8.272727272727273,0.009900990099009901,0.8,0.3250829733914482,2.0,Sandstone,18.20224719101105,18.20224719101105,DWA,B,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
88,DWA-019,Matrix Acidizing 15% HCl,90,0,0,10,0,0,130,180,Lap. B (1997-1999) mMD,1997-1999;,2.0,0.384615385,DWA-019,50,0.38461538461538464,3.846153395770102e-10,low_gain,100,kept,3.824660453100951,-1.373836578164875,-1.373836578164875,1.670685859558548,-1.373836578164875,-1.373836578164875,65.0,4.875197323201151,1.0986122886681098,1997.0,1999.0,1998.0,2.0,2.0,0.0,1.0,1.0,0.0,0.9,0.1,0.0,0.0,8.272727272727273,0.009900990099009901,0.8,0.3250829733914482,2.0,Sandstone,65.0,65.0,DWA,B,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
89,BNG-050,Matrix Acidizing 15% HCl,40,0,0,60,0,0,78,182,Lap. TAF-Wa1 (2426-2430) m,2426-2430;,4.0,1.333333333,BNG-050,104,1.3333333333333333,3.33333360913457e-10,high_gain,100,kept,2.8627425379609095,-1.5317066167115296,-1.5317066167115296,3.2640839288852117,-1.5317066167115296,-1.5317066167115296,19.5,4.3694478524670215,1.6094379124341003,2426.0,2430.0,2428.0,4.0,4.0,0.0,1.0,1.0,0.0,0.4,0.6,0.0,0.0,0.6721311475409837,0.009900990099009901,-0.19999999999999996,0.6730116670092565,2.0,Shale,19.5,19.5,BNG,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
91,RJA-083,Mud Acidizing 12% HCl : 3% HF,0,0,0,0,0,100,122,131,Lap. L (2194.0 - 2195.1) m,2194.0 - 2195.1,1.1,0.073770492,RJA-083,9,0.07377049180327869,1.967213059117512e-10,low_gain,100,kept,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,4.419420756715896,110.9090909090909,4.812184355372417,0.7419373447293773,2194.0,2195.1,2194.55,1.099999999999909,1.099999999999909,0.0,1.0,1.0,9.103828801926284e-14,0.0,0.0,1.0,0.0,1.0,101.0,0.0,-0.0,1.0,Limestone,110.90909090910007,110.90909090910007,RJA,L,12.0,3.0,1.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,train
92,BNG-008,Mud Acidizing 12% HCl : 3% HF,80,0,0,20,0,0,87,158,Lap. Rd (2179-2181) m,2179-2181;,2.0,0.816091954,BNG-008,71,0.8160919540229885,2.2988499992493416e-11,high_gain,100,kept,3.6155749597030016,-1.4658294052814616,-1.4658294052814616,2.2477426614228464,-1.4658294052814616,-1.4658294052814616,43.5,4.477336814478207,1.0986122886681098,2179.0,2181.0,2180.0,2.0,2.0,0.0,1.0,1.0,0.0,0.8,0.2,0.0,0.0,3.857142857142857,0.009900990099009901,0.6000000000000001,0.5004024235381879,2.0,Sandstone,43.5,43.5,BNG,RD,12.0,3.0,1.0,0.8,0.2,0.0,3.0,1.9812000000001717,14.0,,,0.179575,0.05486250000000001,,,,0.36645,0.2676,,3.0,0.11376974125000001,,,0.0676,train
93,BNG-058,Mud Acidizing 12% HCl : 3% HF,75,0,0,25,0,0,579,711,Lap.Q2c (2230-2232) m,2230-2232;,2.0,0.227979275,BNG-058,132,0.22797927461139897,3.8860104023541453e-10,low_gain,100,kept,3.525762258558383,-1.4915175782565417,-1.4915175782565417,2.440308054467784,-1.4915175782565417,-1.4915175782565417,289.5,6.363028103540465,1.0986122886681098,2230.0,2232.0,2231.0,2.0,2.0,0.0,1.0,1.0,0.0,0.75,0.25,0.0,0.0,2.923076923076923,0.009900990099009901,0.5,0.5623351446188083,2.0,Sandstone,289.5,289.5,BNG,UNKNOWN,12.0,3.0,1.0,0.75,0.25,0.0,3.0,1.8288000000002285,13.0,33.01251,3.185419999999997,,,,,,,,,1.0,,,,,train
94,DWA-017,Mud Acidizing 12% HCl : 3% HF,55,0,0,35,10,0,1279,2174,Lap. A (1976.5 - 1979.9) m,1976.5 - 1979.9,3.4,0.699765442,DWA-017,895,0.6997654417513682,2.486317818295447e-10,low_gain,100,kept,2.706741448632822,-2.0027887526795123,-2.0027887526795123,2.259891124361803,1.0417336850439107,-2.0027887526795123,376.1764705882353,7.154615356913663,1.4816045409242156,1976.5,1979.9,1978.2,3.400000000000091,3.400000000000091,0.0,1.0,1.0,9.103828801926284e-14,0.55,0.35,0.0,0.1,1.5555555555555558,0.010989010989010988,0.20000000000000007,0.926506603289533,3.0,Sandstone,376.17647058822524,376.17647058822524,DWA,A,12.0,3.0,1.0,0.55,0.35,0.0,2.7,,,,,,,,,,,,,,,,,,train
95,SPA-024,Matrix Acidizing 15% HCl,0,0,0,0,0,100,1546,1678,Lap. BRF (2315-2320 mMD),2315-2320,5.0,0.08538163,SPA-024,132,0.08538163001293661,1.2936610116476288e-11,low_gain,100,kept,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,4.419420756715896,309.2,7.344072850573066,1.791759469228055,2315.0,2320.0,2317.5,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,101.0,0.0,-0.0,1.0,Limestone,309.2,309.2,SPA,BRF,15.0,0.0,0.0,0.0,0.0,15.0,0.0,4.876800000000003,33.0,,,,,,,,,,,0.0,,,,,train
96,SPA-019,Matrix Acidizing 15% HCl,85,0,0,15,0,0,2905,3924,Lap. BRF (2317-2321); (2349-2354) mMD,2317-2321;2349-2354,9.0,0.350774527,SPA-019,1019,0.35077452667814113,3.218588728870486e-10,low_gain,100,kept,3.7123884296713583,-1.4292751268313015,-1.4292751268313015,2.0047120776538447,-1.4292751268313015,-1.4292751268313015,322.77777777777777,7.974532844130228,2.302585092994046,2317.0,2354.0,2335.5,37.0,9.0,28.0,2.0,0.24324324324324326,0.0,0.85,0.15,0.0,0.0,5.375,0.009900990099009901,0.7,0.42270908780599087,2.0,Sandstone,322.77777777777777,78.51351351351352,SPA,BRF,15.0,0.0,0.0,0.0,0.0,0.0,0.0,36.88079999999991,59.0,32.2422,16.2422,0.19879,0.055605000000000016,2.34573,3.2669952879774766,,,,,4.0,,,,,train
97,SPA-006,Matrix Acidizing 15% HCl,20,0,0,10,0,70,1185,1623,Lap. BRF (2246-2252 mMD),2246-2252,6.0,0.369620253,SPA-006,438,0.369620253164557,1.6455697915418455e-10,low_gain,100,kept,1.7624296675699918,-1.9511423991343162,-1.9511423991343162,1.0933800385891068,-1.9511423991343162,2.9976174912438522,197.5,7.078341579557671,1.9459101490553132,2246.0,2252.0,2249.0,6.0,6.0,0.0,1.0,1.0,0.0,0.2,0.1,0.7,0.0,1.9090909090909092,2.2903225806451606,0.1,0.8018185525433373,3.0,Limestone,197.5,197.5,SPA,BRF,15.0,0.0,0.0,0.0,0.0,10.5,0.0,5.791200000000117,39.0,,,0.1737,0.06140000000000001,,,,0.2034,0.3786,2.8826195649223467,4.0,0.13836942,0.39886639727895745,17.29571738953408,0.27859999999999996,train
99,TAP-483,Matrix Acidizing 15% HCl,70,0,0,30,0,0,86,525,Lap. B (644-646 m),644-646,2.0,5.104651163,TAP-483,439,5.104651162790698,2.093019091375936e-10,high_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,43.0,4.465908118654584,1.0986122886681098,644.0,646.0,645.0,2.0,2.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,43.0,43.0,TAP,B,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,32.476,21.151000000000003,,,,,,,,,1.0,,,,,train
100,TAP-485,Matrix Acidizing 15% HCl,70,0,0,30,0,0,595,1122,Lap. PQ (707-710 m),707-710,3.0,0.885714286,TAP-485,527,0.8857142857142857,2.8571434107504956e-10,high_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,198.33333333333334,6.39024066706535,1.3862943611198906,707.0,710.0,708.5,3.0,3.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,198.33333333333334,198.33333333333334,TAP,PQ,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
101,BKB-194,Mud Acidizing 12% HCl : 3% HF,100,0,0,0,0,0,146,289,Lap. 1st (426.7 - 429.8) m,426.7 - 429.8,3.1,0.979452055,BKB-194,143,0.9794520547945206,2.054794112638092e-10,high_gain,100,kept,4.419420756715896,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,47.096774193548384,4.990432586778736,1.410986973710262,426.7,429.8,428.25,3.1000000000000227,3.1000000000000227,0.0,1.0,1.0,2.2648549702353193e-14,1.0,0.0,0.0,0.0,101.0,0.009900990099009901,1.0,-0.0,1.0,Sandstone,47.09677419354804,47.09677419354804,BKB,UNKNOWN,12.0,3.0,1.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,test
102,BKB-280,Matrix Acidizing 15% HCl,100,0,0,0,0,0,239,250,Lap. 1st (435-438 m),435-438,3.0,0.046025105,BKB-280,11,0.04602510460251046,3.9748953434282086e-10,low_gain,100,kept,4.419420756715896,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,-0.8838841513431799,79.66666666666667,5.480638923341991,1.3862943611198906,435.0,438.0,436.5,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,101.0,0.009900990099009901,1.0,-0.0,1.0,Sandstone,79.66666666666667,79.66666666666667,BKB,UNKNOWN,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
103,TAP-486,Matrix Acidizing 15% HCl,70,0,0,30,0,0,596,722,Lap. MFS-A (1155-1158); (1161.5-1164.5) m,1155-1158-1164.5,3.0,0.211409396,TAP-486,126,0.21140939597315436,2.6845636824646135e-11,low_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,198.66666666666666,6.391917113392602,1.3862943611198906,1155.0,1158.0,1156.5,3.0,3.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,198.66666666666666,198.66666666666666,TAP,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.077199999999948,54.0,,,,,,,,,,,0.0,,,,,validation
104,TAP-345,Matrix Acidizing 15% HCl,70,0,0,30,0,0,506,1715,Lap. MFS-G & SB-G (782-810 m),782-810,28.0,2.389328063,TAP-345,1209,2.389328063241107,2.4110713425784525e-10,high_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,18.071428571428573,6.2285110035911835,3.367295829986474,782.0,810.0,796.0,28.0,28.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,18.071428571428573,18.071428571428573,TAP,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,113.0,,,,,,,,,,,0.0,,,,,train
105,TAP-484,Mud Acidizing 12% HCl : 3% HF,70,0,0,30,0,0,631,1771,Lap. A (646-648 m),646-648,2.0,1.806656101,TAP-484,1140,1.8066561014263074,4.2630743379845626e-10,high_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,315.5,6.448889394146858,1.0986122886681098,646.0,648.0,647.0,2.0,2.0,0.0,1.0,1.0,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,315.5,315.5,TAP,A,12.0,3.0,1.0,0.7,0.3,0.0,3.0,2.0,21.0,59.181,36.558,0.139,0.122,2.381,,79.462,,,,4.0,,,,,train
107,BKT-057,Mud Acidizing 12% HCl : 3% HF,67,0,0,33,0,0,788,930,Lap. K2 (1285-1288 mMD),1285-1288,3.0,0.180203046,BKT-057,142,0.1802030456852792,3.1472080497252364e-10,low_gain,100,kept,3.3869468788001966,-1.518327899638233,-1.518327899638233,2.686364719752733,-1.518327899638233,-1.518327899638233,262.6666666666667,6.670766320845874,1.3862943611198906,1285.0,1288.0,1286.5,3.0,3.0,0.0,1.0,1.0,0.0,0.67,0.33,0.0,0.0,2.0,0.009900990099009901,0.34,0.6341786357122057,2.0,Sandstone,262.6666666666667,262.6666666666667,BKT,K,12.0,3.0,1.0,0.67,0.33,0.0,3.0,2.895599999999831,20.0,41.012135,12.617017500000003,0.18047000000000002,0.08849000000000001,,,,,,,2.0,,,,,train
108,PDP-075,Matrix Acidizing 15% HCl,30,0,0,70,0,0,535,644,Lap. SB-G (831-835 m),831-835,4.0,0.203738318,PDP-075,109,0.20373831775700935,2.4299065537469744e-10,low_gain,100,kept,2.600934905081398,-1.5099389590919134,-1.5099389590919134,3.438820931286255,-1.5099389590919134,-1.5099389590919134,133.75,6.284134161070802,1.6094379124341003,831.0,835.0,833.0,4.0,4.0,0.0,1.0,1.0,0.0,0.3,0.7,0.0,0.0,0.4366197183098592,0.009900990099009901,-0.39999999999999997,0.6108643020548935,2.0,Shale,133.75,133.75,PDP,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
109,JRK-256,Matrix Acidizing 15% HCl,80,0,0,20,0,0,271,682,Lap. 3rd (245.5.-247); (248.5-250.5) m,245.5-250.5,5.0,1.516605166,JRK-256,411,1.5166051660516606,5.166067573725286e-11,high_gain,100,kept,3.6155749597030016,-1.4658294052814616,-1.4658294052814616,2.2477426614228464,-1.4658294052814616,-1.4658294052814616,54.2,5.605802066295998,1.791759469228055,245.5,250.5,248.0,5.0,5.0,0.0,1.0,1.0,0.0,0.8,0.2,0.0,0.0,3.857142857142857,0.009900990099009901,0.6000000000000001,0.5004024235381879,2.0,Sandstone,54.2,54.2,JRK,UNKNOWN,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,validation
110,JRK-253,Mud Acidizing 12% HCl : 3% HF,70,0,0,30,0,0,160,284,Lap. GUF (135-136.5); (140-141); (161-162); (166-167); (170.5-173) m,135-136;140-141;161-162;166-167;170.5-173,6.5,0.775,JRK-253,124,0.775,0.0,high_gain,100,kept,3.438820931286255,-1.5099389590919134,-1.5099389590919134,2.600934905081398,-1.5099389590919134,-1.5099389590919134,24.615384615384617,5.081404364984463,2.0149030205422647,135.0,173.0,154.0,38.0,6.5,31.5,5.0,0.17105263157894737,0.0,0.7,0.3,0.0,0.0,2.290322580645161,0.009900990099009901,0.39999999999999997,0.6108643020548935,2.0,Sandstone,24.615384615384617,4.2105263157894735,JRK,GUF,12.0,3.0,1.0,0.7,0.3,0.0,3.0,,,,,,,,,,,,,,,,,,test
111,TAP-403,Mud Acidizing 12% HCl : 3% HF,30,0,0,70,0,0,282,532,Lap. Au (774.76-776.29); (784.21-785.73) m,774-777;784-786,5.0,0.886524823,TAP-403,250,0.8865248226950354,3.049646091213276e-10,high_gain,100,kept,2.600934905081398,-1.5099389590919134,-1.5099389590919134,3.438820931286255,-1.5099389590919134,-1.5099389590919134,56.4,5.645446897643238,1.791759469228055,774.0,786.0,780.0,12.0,5.0,7.0,2.0,0.4166666666666667,0.0,0.3,0.7,0.0,0.0,0.4366197183098592,0.009900990099009901,-0.39999999999999997,0.6108643020548935,2.0,Shale,56.4,23.5,TAP,AU,12.0,3.0,1.0,0.3,0.7,0.0,3.0,,,,,,,,,,,,,,,,,,train
112,TAP-487,Matrix Acidizing 15% HCl,30,0,0,70,0,0,88,132,Lap. SB-G (862-863 m),862-863,1.0,0.5,TAP-487,44,0.5,0.0,low_gain,100,kept,2.600934905081398,-1.5099389590919134,-1.5099389590919134,3.438820931286255,-1.5099389590919134,-1.5099389590919134,88.0,4.48863636973214,0.6931471805599453,862.0,863.0,862.5,1.0,1.0,0.0,1.0,1.0,0.0,0.3,0.7,0.0,0.0,0.4366197183098592,0.009900990099009901,-0.39999999999999997,0.6108643020548935,2.0,Shale,88.0,88.0,TAP,MULTI,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7619999999999436,6.0,91.96057,9.172002500000005,,,,,,,,,1.0,,,,,train
113,JRK-200,Matrix Acidizing 15% HCl,80,0,0,20,0,0,63,139,Lap. 7C (770-771.5 m); (853-855 m),770-771.5;853-855,3.5,1.206349206,JRK-200,76,1.2063492063492063,3.4920621949652286e-10,high_gain,100,kept,3.6155749597030016,-1.4658294052814616,-1.4658294052814616,2.2477426614228464,-1.4658294052814616,-1.4658294052814616,18.0,4.1588830833596715,1.5040773967762742,770.0,855.0,812.5,85.0,3.5,81.5,2.0,0.041176470588235294,0.0,0.8,0.2,0.0,0.0,3.857142857142857,0.009900990099009901,0.6000000000000001,0.5004024235381879,2.0,Sandstone,18.0,0.7411764705882353,JRK,UNKNOWN,15.0,0.0,0.0,0.0,0.0,0.0,0.0,84.88680000000011,23.0,106.9467,82.10220000000001,0.2395,0.02435000000000001,,,,,,,2.0,,,,,train
114,BKT-054,Matrix Acidizing 15% HCl,80,0,0,20,0,0,47,256,Lap. D (1272.5-1274 m),1272.5-1274 ,1.5,4.446808511,BKT-054,209,4.446808510638298,3.617026678170987e-10,high_gain,100,kept,3.6155749597030016,-1.4658294052814616,-1.4658294052814616,2.2477426614228464,-1.4658294052814616,-1.4658294052814616,31.333333333333332,3.871201010907891,0.9162907318741551,1272.5,1274.0,1273.25,1.5,1.5,0.0,1.0,1.0,0.0,0.8,0.2,0.0,0.0,3.857142857142857,0.009900990099009901,0.6000000000000001,0.5004024235381879,2.0,Sandstone,31.333333333333332,31.333333333333332,BKT,D,15.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,train
