Well,Tipe Acid,Sandstone,Siltstone,Claystone,Shale,Coal,Limestone,IPR Vogel sebelum pengasaman (BFPD),Batas Reservoar
LMC-041A,Matrix Acidizing 15% HCl,75,0,0,21,4,0,38,1641-1644; 1656-1667.89
